Question	Potentially_Pejorative
但是你们的护照上为什么还要有 Taiwan？是不是歧视没落户台湾的人不配有roc国籍？或者是拿了国籍的人就必须要当台湾人？	Potentially
兄弟，我是高级黑啊，这年头还有谁歧视黑人啊？	Potentially
其实我想问，就是男的去p不怕脏吗？不怕艾滋？不觉得膈应和恶心吗	Potentially
为什么国人需要接受中国女孩被黑人祸害成为其泄欲的道具？	Potentially
黑姐姐怎么了？歧视黑人吗？	Potentially
警察过度执法？跪杀一个有着犯罪前科的黑人？一个吸毒的黑人？一个吸毒又用假钞的黑人？	Potentially
你被河南人骗过？	Potentially
就像上海人也歧视上海人？	Potentially
美女死了上新闻，丑女死了谁关心？另外，漂亮的从小就被旁人宠着，丑的经常受人冷眼，所以心理素质有差异也正常	Potentially
新疆人？你们家是卖羊肉串的，还是卖切糕的？不会是东突吧？	Potentially
你这个吃人说的来源是何处？我看到的资料说黑人之间的战争取得的奴隶也只是作为生产工具，吃人只有巴布亚几内亚的雨林部落，因为缺乏肉类而吃人，	Potentially
白人不好看？皮肤差？狐臭？黑人胯臭？	Potentially
北京人歧视外地人？题目怎么得出的结论？我觉得楼主的回答很符合	Potentially
敢问兄台哪里人？中国礼仪发源地山东若是野蛮落后的地方，那你那地方岂不是茹毛饮血，畜牲待的地方？	Potentially
你怎么就知道是河南？这种主观臆断的地域黑的狗比那些见死不救的村民又有什么区别？傻逼	Potentially
黑人还好意思歧视中国人眯眯眼，卧槽??	Potentially
如果有部分底层男性真的受到压迫，那压迫他们的也是高层男性，关所有女性啥事儿？	Potentially
河南人被地域黑最严重，河南人偷井盖··这多大的事？	Potentially
你所接触到的，就可以用来代表规则？因为你接触的黑人都暴力，所以程序上限制黑人就合理？	Potentially
要没这事那男生不就被当做抠门男被嘲笑被鄙视被抛弃了吗？	Potentially
中华文明已经失去进取和影响世界的信心了吗？只要是不在中国大陆出生和受教育，就是“香蕉人”？对自己的后代用如此恶毒种族歧视的语言描述？	Potentially
为什么会地域黑，还不是东北人有一部分素质极差，抹黑你们东北，怪我们地域黑了？	Potentially
你有想过当黑人在美国公开侮辱华人时，你和他的处境是一样的？	Potentially
歧视黄种人也喜欢？	Potentially
现在的社会都去替没钱男人指责女性拜金，那有没有人去替女强人指责男性拜貌呢？	Potentially
？论落后，比广东非珠地区落后的地方很多吗？	Potentially
？？？河南招您惹您了 这么大怨气只能在网上当个喷子？	Potentially
真恶心的论调，这都能怪老婆，男的是没有思考能力吗，老婆让他怎样就怎样，这和被强奸了还要怪女生穿的少有什么区别？？	Potentially
是不是以为自己掌握了女权密码？任何争取权利的组织都是在压迫下出现的，当代中国社会真没那么压迫女性了，很多时候男性都会变成地位更低的一方，你这种强行解释真的没必要	Potentially
[好奇][好奇][好奇]怎么都是直男？这样的女的不配拥有存在感？	Potentially
我们逻辑如此相似，你还敢说你不是直男癌？	Potentially
近代中国人对自己种族灭绝？奴隶制？我杀我自己？	Potentially
她想被包养？女人处于嫉妒？	Potentially
如果亚裔男在美国和白人女结婚，还会被歧视吗？	Potentially
高吗？白人认为黑人就只能当奴隶，是黑人一步步流着血才慢慢争取了一点点微薄的权利，白人的国家先天就排除黑人，只能在社会最底层，除了极少数，绝大多数人上升通道早被堵死了，黑人的唯一出路就是回到非洲大地，	Potentially
评论那些说女权的是什么恶心东西？？？还有些女的评论三观简直震碎我，你离了男人不行？必须找个男人生儿子才能活下去？？？跟那个男权狗正好是一对吧	Potentially
？？？没男权了就不需要女权了啊，女权目的不就是这样吗？	Potentially
不去改变女性在职场上受到歧视的现状，怎么提升女性收入，让女性不再那么依靠男性？不去改变农村重男轻女、用女儿的彩礼给儿子娶媳妇、不给女性继承权的现状，怎么改变要彩礼的风气？不提倡女性自强自立，	Potentially
警察当时怎么知道他劣迹斑斑的，就算知道又怎么样，黑人群题犯罪率高、他有前科就可以在无反抗能力的情况下被警察杀死吗？不经过法院审判，	Potentially
新疆人:？？？	Potentially
除非说性别对立的人对国女说不要搞性别对立而不是对国男说这话，你不怼搞事的女拳反而去堆受害者？	Potentially
中国女性平均收入是低收入女人拉低的，但是低收入女人和我有什么关系？[好奇]家暴男和你没关系，低收入女就和我有关系？	Potentially
按你这逻辑…黑人都是杀人抢劫犯，那高校附近的农民工敢情都是强奸犯了？？	Potentially
你们这样把无辜得人牵扯进来有什么意思？你们还有人性吗？口口声声说罗武是骗子，你们呢？没听过祸不及妻儿吗？你们这样把照片公布出去，就这样抹黑人家、你们跟罗武有什么区别？	Potentially
不去问黑人为什么要在中国创造矛盾，来问我们低等小黄人为什么要求媒体发声反抗？？	Potentially
「很多河南人都偷井盖，很多广东人都吃小孩」，你觉得河南人会爽？广东人会爽？（因举此例向河南人和广东人道歉）	Potentially
是说男的嫁女的吗？女嫁男，男方不是有宅基地吗？	Potentially
河南人被标志全国偷还不严重吗？？？？哪里都有小偷，别地理标记，虽然说要实事求是，但是很多无辜的河南人在外地受歧视也很无奈	Potentially
种族歧视怎么了，只允许别人歧视我们，不许我们歧视黑人白人？	Potentially
换一个问题，美国的黑人，需不需要为当年的奴隶制承担责任？	Potentially
强行女权？	Potentially
男性画女性都充满了性暗示和肉欲？肤浅？一棒子全部打死真的大丈夫？	Potentially
好家伙 外地人直接成黑人了 ？尊贵的上海白人这是受了多大的委屈？ 真要这样 贴吧上海吧的人不得全被起诉种族歧视？ 外地人也没叫上海本地人不说上海话吧？但是，起码的交流要求说都能听得懂得普通话有什么问题呢	Potentially
不需要摇号？那北京，上海岂不是赚大发了	Potentially
印度强奸频发，难道是因为印度女人穿的暴露吗？当穿着保守成为主流，激起男人性欲的标准也降低了，个人道德问题而已，别一棒子打死	Potentially
您认为是阶级问题，那么您是否认为拜登专门强调打击反亚裔仇恨犯罪是在用处理种族问题的思路去处理阶级问题？	Potentially
黑人为什么犯罪率高呢？	Potentially
父权对男性的压迫难道不是写进教科书的吗？	Potentially
只要不符合自己的看法就是男x，歧视男性呢你？	Potentially
太恶心了，广西是什么法外之地吗？	Potentially
你是真的不了解历史，不说其他地方，就是海地为什么现在都是黑人，因为原住民都被殖民者压迫死了，从非洲运的黑奴过去才变成了这样，他殖民你，还管你死活？[思考]	Potentially
别说非洲黑人了，你换个国内长得黑的普通人，不一样觉得恶心并反对么？本身就是审美问题，其实和国籍种族关系真不太大，	Potentially
那你这就是歧视女性玩家？[微笑]	Potentially
我突然想起来我多年前看到过的一个问题，外国人也算人吗？	Potentially
我在想歧视黑人和歧视我们同性恋的区别在哪里，比如看到一个黑人就会默认他们犯罪，看到一个gay就会觉得他有艾滋？	Potentially
台湾人 真正被大陆统治也就二十多年 孤悬海外 吴越呢 文兴教化 有什么资格说独立 说独立的对得起祖宗？垃圾	Potentially
男生自己不够卷还赖女生？	Potentially
因为你的回答逻辑就有问题，没有人告诉你黑命贵是意译BlackLivesMatter，你的靶子打向的是稻草人明白吗？另，要么蠢，要么坏这句话算是知乎的常用语，主要用来攻击某些公知，	Potentially
北京？我不是黑，去查查去年的杀人奸尸事件	Potentially
为什么这个问题下面高票都是仇视女权，轻视女性的？	Potentially
排，讲得好像中国真平权了似的，本质还是个男权社会，出生挑选，就业歧视，家庭暴力的主要受害群体还是女性，难道这些现象的加害者都被伤害过了才这样？传统美德而已	Potentially
罗需要靠性侵和嫖娼？？？全世界几个女人能拒绝 罗？？？	Potentially
凭什么要设立男厕所和女厕所，为什么要强调”女“厕所，女人哪里需要被区别对待了？	Potentially
黑人地位高在哪？ “我们好爱黑人啊”然后把黑人当街跪死？	Potentially
最假的就是台湾小哥，台湾人对大陆人什么看法大家心里没点数？	Potentially
难道约过炮的男的就不恶心了？我是男的	Potentially
改机制是真的恶心 以前AP蛮易信 AP塞恩 各种换出装 套路 甚至一个英雄选出来他打什么位置你都得想想 然后拳头爸爸不乐意了 这和我们设计的想法不同 就直接把玩法砍没了 真是黑人问号 游戏的乐趣不就是玩法的多样性和不确定性吗？	Potentially
猥亵受害者涵盖男性还是近几年的事呢 怎么不说说男性被女性性侵呢？	Potentially
我没说不能穿越，恰恰就是因为能穿越台湾海峡，凭什么不去征服？这么近的都不去征服提更远的美洲有什么意思？你为什么不吐槽美国不去殖民半人马座简直对不起现代人类……	Potentially
谁说北京不排外的？	Potentially
都是中国公民怎么不一样了？就因为少数民族所以高贵？	Potentially
我们都搅基了还要像蠢直男一样被女权捆绑受女人摆布？滚蛋吧您	Potentially
对啊，如果在说种族歧视，那白人怎么肯换成黑人身体呢？ 如果黑人是高贵阶层的话，反倒说得通了……	Potentially
哟哟哟，人黑人和私生子一个分量的？人黑人也破坏人家庭了？	Potentially
那你在这歧视男人干嘛？真是双标	Potentially
这题是逼着大家把女性权益的问题，归罪给高学历女性做全职主妇么？我怎么看着一个个回答都很是义愤填膺，就差直接说——中国女性地位低下且久久无法得到法律支持，	Potentially
吃苦耐劳？你是说广州那三五十万偷渡来的三非黑人吗？偷渡、传播艾滋病、贩毒、诈骗就是“吃苦耐劳”？	Potentially
如果白人因为奴役黑人不能说黑人不好，为什么现在中国也有很多人觉得不能说？	Potentially
看评论看得我想要黑江西人玻璃心了(?_? )	Potentially
问题来了，为什么黑人犯罪率在美国就居高不下呢？美国如果是一个正直公平的国家，	Potentially
反驳一条，女化怎么也变成了应该被抨击的，难道真的只有男性化的才是好的，女性化的就是低劣的？	Potentially
你们觉得东北人打架不厉害是因为千禧年之后警察厉害了，东北人打架讲究单挑好吗，南方人是群殴，一定要比一下？呵呵	Potentially
作孽的是他们，凭什么问候他们母亲，关他们母亲什么事？是他们母亲干的？现在有些男人都是些什么玩意儿	Potentially
个人觉得，您觉得国外种族歧视多么多么严重，有点类似于台湾人觉得大陆人吃不起茶叶蛋？	Potentially
瞎说，外地人最喜欢上海人了，不信你们看，嘴上说上海排外媚外，但是身体很诚实还要来上海读书，不怕被排外?	Potentially
早点回家？女性就没有回家自由吗？女拳警告（狗头）	Potentially
河南人没拿你怎么样吧，拿井盖砸你了？没必要说这句话吧	Potentially
为什么现代男性受歧视的现象总被忽视？	Potentially
所以歧视黑人就不会有问题了？	Potentially
我也是这样认为啊，但是为啥要教育女孩这样那样呢？不就是预设男人都是强奸犯吗？	Potentially
你这有点矛盾？如果有人歧视黑人这算什么？你讨厌的人？	Potentially
你如果真关注广州珠海那个新闻，你再去看看知乎的那个问题，已经有人跟记者求证了，偷井盖的不是河南人，自信点好么？	Potentially
给黑人男友带毒品，我怎么没见过给黑人女友带毒品的？逆向名族主义在你眼里洗白了呢	Potentially
把美国批得一无是处美国就真的一无是处了？至少在未来很长一段时间内，美国依然是世界的灯塔国，你觉得美国搞出了诸如新冠 黑人暴乱等幺蛾子，就是那么容易超越的了？？主流媒体是要渲染爱国情绪，所以你就跟着人家走进入盲目自信阶段？	Potentially
我其实很好奇，为什么男同这么高的艾滋比例，而女同没有这么多？有什么特殊原因吗？	Potentially
上海的老太太老头真特么的没素质，还吴侬软语呢，看你们喊叫起来的时候都不用带喇叭，不排队，乱挤人？	Potentially
？男的普遍比女的丑？还是小允子丑？	Potentially
睁眼说瞎话的台湾人总是不缺的，您想怎么洗那些歧视大陆人的新闻？话说你们我很好奇你们从哪里找到的歧视大陆人的资格和实力呢？	Potentially
你敢性别歧视？男的就不能脱裤子辣	Potentially
你的类比有问题啊女性被强奸财物被盗窃都是非自愿的可嫖客不是刀架在脖子上逼他们去嫖的吧？	Potentially
日本男人躺平不就是女性地位低下的结果吗？	Potentially
我就讨厌黑人，歧视咋了？欠黑人了？	Potentially
女大学生咋了？女大学生对电脑不感兴趣不行？女大学生就不能为别的爱好付出努力？？？	Potentially
不怕他打走，难道让他拉着中国一起沉到地狱去吗？看看现在的台湾，战斗力负数的蠢货，到了台湾还被人家民进党搞的半死不活，丢人不	Potentially
男性什么时候被放到乳胶衣里面，插鼻饲管进食，十几小时不让上厕所，还要满足别人兽欲了？	Potentially
所以就可以说河南人都是偷井盖的？这不就是开地图炮吗？	Potentially
我看完了你们的对话，但是即使在那样的环境下我一样会选白人，因为我单纯觉得黑人不好看，我欣赏不来黑人的美，即使比例完美，但是我天生喜欢白色多于黑色，这关政治什么事？你不能排除一部分人的审美倾向	Potentially
路上看到女的性冷淡，你就可以强奸了？	Potentially
你可能对四川人有什么误解 这是一个形容词 又是一个感叹句 再是一句口头禅 脏只出于互殴对骂 有多脏？？照你这样说四川人都是莽夫 有意思	Potentially
如果黑人在做奴隶之前，清楚了解做奴隶的后果并且具有充分选择的权利，那么请问黑奴有吗？	Potentially
为什么男男会得艾滋？怎么传染的	Potentially
黑人奴隶主能不能骂他？	Potentially
只许兄弟萌害怕不许姐妹萌害怕？瞧不起女性？	Potentially
您是活雷锋，您会无条件帮助别人，还不是一次两次？ 按你这个逻辑，美国国内黑人歧视是源于白人的不自信？破案了？	Potentially
港独骂华人支那狗和在美国骂黑人nigger，在犹太人面前说希特勒万岁有什么不同吗？黑人被残害时被骂nigger，犹太人被送去集中营时被喊希特勒万岁，华人被杀戮时被喊支那狗支那猪，不好意思，港独的言论触犯的就是战争时期的杀戮语，是全人类都痛恨的	Potentially
日本军国主义确实很恶心 但是以前的满鞑子和蒙古人对汉人是什么待遇？我不是民族主义者 我只希望汉族不要再被少数民族统治	Potentially
为啥女的都踹回去，男的就踹下去？	Potentially
那么按照你的意思，亚裔男在欧美国家被歧视也是自作自受了，己所不欲勿施于人，换你被歧视你乐意吗？	Potentially
安装你的逻辑，中国大部分人也素质低，那么中国人就是素质低的民族了？	Potentially
所以，为什么这么多黑人是犯罪分子，而白人能够有更大的机会成为良民？	Potentially
是啊那么你是否认为女性造强奸都是女的太骚了勾引人呢？	Potentially
在美国被白人歧视就来中国找“优越感”？	Potentially
千万不要，婚姻双方是相互独立的主体，全职太太相当于自降维度，你不倒霉谁倒霉？	Potentially
为何不讲一下为什么黑人犯罪率高，是基因问题吗？	Potentially
楼上，黄种人比黑种人高贵，谁的定论？ 比黑种人高贵，你有点儿沾沾自喜吗？ 比白种人怎样呢？低贱？同样高贵？ 我怎么从你的沾沾自喜里看到了奴性和自卑呢？你比曼德拉高贵？	Potentially
中国人种族歧视黑人和黑人种族歧视亚洲人/黄种人不冲突啊？这就是种族歧视的回答怎么了？真可怕还那么多赞	Potentially
不匿名的告诉你，我是异性恋，你所说的同性恋的做法，我和我男朋友也做过，so，你到底是在歧视这种做法，还是歧视同性恋？	Potentially
其实感觉黑人大部分都挺没素质的（大部分）之前广东那边黑人多成灾了，大部分在他们自己国家就是精神小伙那种，但到中国就为什么有那么多女的给没见过男人一样黏上去？贼恶心🤢	Potentially
恶心什么呀，难道被女人当备胎你们才觉得应该吗？把妹高手本来就很轻松搞定妹子，这种人是存在的	Potentially
这就不对了吧，你怎么能这样，你就不会找几个女生朋友打她一顿？男的不打女的，女的就打的使劲，不打不知道错	Potentially
北方男人拆你家了？你对北方男人这么大误解？我家小区门口卖包子的南方人天天把媳妇拉大马路上打，那这样我是不是要觉得男方男人会家暴不能嫁？	Potentially
大陆人真惨，在台湾被歧视，在香港被歧视，在日韩被歧视，在欧美被歧视，还有哪里可以去呢？	Potentially
在汕头会出现大部分是广东人，外地人受排挤吗？	Potentially
男人有钱就变坏？？？要是你爹很有钱呢[捂脸]	Potentially
环境啥？哪的环境？在哪了就这样？你西方白人艺人敢表露种族歧视黑人的立场吗？欧美有公众人物敢在推特上支持纳粹的立场吗？还咱就这样？环境如此？在川普都被推特封了的2021年2月，还说什么环境如此？	Potentially
这是基数和比例的问题吗，我问你一下，极端假设如果世界上的男同数量占人口百分之1，占艾滋病患者数量百分之99，是不是就要人道毁灭他们？	Potentially
歧视黄泛，清真，歧视东北，歧视女性都是陷害？包括美团在网上的态度？	Potentially
京津沪……你见到的天津来的都比较强？……作为一个天津人，我怎么感觉天津真是一个弱省诶……除了个别的保送大神，，，天津好像真的比较落后了……	Potentially
那个，tw有部分独立分子我能理解，hk为啥仇视咱们啊？[捂脸]我感觉最多是看不起大陆人吧，就像有些上海人看不起外地人一样	Potentially
都是说男生不好的没有女生人品不行的？	Potentially
丑女还指望骗男人？	Potentially
是啊，为啥啊？为啥被歧视的人不大声说出来为自己争取权利呢？？？？？？？,为啥啊我真的想知道啊？？？？？？？？？？？,就跟cherry事件一样，抽口红送女粉歧视男性了，是的啊，你为啥不提出来呢？？？？？？？？？	Potentially
什么屁话，老子要是受委屈还不能哭了？当兵的都会哭，以为男的全是铁做的？就女的能哭？	Potentially
如果我坐在黑人旁边你会不会说我歧视白人?	Potentially
男的靠女的养就是吃软饭，女的靠男的养呢？如果跪在地上的是女的，我估计评论区的女权狗早就炸了	Potentially
对，女生怎么就低人一等了？	Potentially
不是 印度人 以前被称为昆仑奴吗？可能是我记错了吧……	Potentially
女性割礼？要不把男性下体也割了吧明显的重男轻女	Potentially
所以你拿着他们声援BLM的配图来阐述日韩歧视黑人？你的逻辑呢？	Potentially
中国人也歧视黑人，广州黑人不是个好例子？	Potentially
？生气的事,同一件事发生在两个人种身上会有不同的待遇,白人杀了人被抓到jc喂他水解渴,黑人被抓到就是压在车下,自己不想被歧视还歧视别人我是真的服了	Potentially
“亚裔在美国地位这么低”，有多低？是觉得大厂工程师的地位低，还是高校教授的地位低，还是衣食无忧的学生地位低？这些人的社会地位有街上的流浪汉低吗？有零元购的参与者低吗？决定一个人，或者一个群体社会地位的，尤其是在资本主义社会，	Potentially
我老乡讨不讨厌黑人，我都不知道，你都知道了？？？我们这种乡下人，这辈子都没见过外国人，凭什么讨厌黑人？	Potentially
你这个问题就好比不要东北人和河南人就是歧视河南人么？还有你的回答前后矛盾，观点变来变去，每次明明是你自己觉得，非要强加到田源的观点上面，不是很懂你要表达什么	Potentially
那请问，我有一个安徽朋友，极其自私，我们这群朋友对她很好，可她却经常把我们对她的好当作是理所应当，那么按照你的逻辑，安徽人是不是都是这个德行，咱们就可以和所有安徽人绝交？	Potentially
黑豹长得不好看？从头上下都是黑人里的俊男美女好不	Potentially
你觉得女人无罪释放的威胁大？还是猥亵犯威胁大？	Potentially
我们是想要和平的崛起，还是所有人都厌恶你而不去说，黑人们的病态的思想，促使了美国形成一种病态的政治正确，你觉得这个有必要么？	Potentially
我不明白，部分中国女性宁愿处于被歧视被侮辱也甘之若饴的心态是怎么回事？	Potentially
女权为什么要养男人？	Potentially
是上海吗？上海恶心叫尼心	Potentially
还代表女性什么的，，想想更恶心了，为什么我们要被这种女人代表，，，，？	Potentially
新疆，混血人，跳个舞看看？	Potentially
先看历史背景好吗？在六十年代美国，他们极度歧视黄种人，如果没有硬实力，他们会去花费大量资源和金钱包装他们歧视的人？	Potentially
他们连自己人都歧视，地域攻击一个个牛的不行，河南人怎么样东北人怎么样天天广东人吃胡建人，你觉得他们还能正视外国人？	Potentially
喷子到处都有，中国也不少，我国崇洋媚外的难道还少吗？	Potentially
河南所谓的黑点还是偷东西，你是知道有什么少众的黑点吗？	Potentially
点过赞突然想起来，怎么就确定是中年男？这种事中年男必做？还是对中年男也有类似地域黑的偏见？再加一句，我不是中年男[捂嘴]只是好奇	Potentially
呵呵，真是人不要脸天下无敌，你也好意思拿青岛说事，青岛宰客的结果是包括青岛人在内全国都在谴责宰客者，你们呢？不管你们香港佬做出多不要脸的事结果都可以把责任归咎到到大陆人身上	Potentially
还用希望？这不是现状？ 滑稽，公众平台发帖骂黑人要被删帖封号，骂锅男还能得到很多的赞和关注，锅男不比黑人惨？	Potentially
中国人歧视黑人找的理由我们也觉得合理的呀 别的种族歧视亚裔的时候也振振有词啊 存在即合理 盯着别人的肤浅 不如自己进步 哪个种族没受到歧视？你说的出来 就证明你自己也区别对待了 就是歧视	Potentially
说我们台湾经常吃这个，中国超市里有卖吗？ 难道不该怼吗？	Potentially
就是在恶意分化男女，你看现在还有人好好说话？	Potentially
奥 我就歧视黑人 怎么了？	Potentially
重男轻女？超声都变得这么理直气壮了，知乎直男癌都这么多了？	Potentially
那请问中国的男人是被欺负成啥样了呢到底？	Potentially
怎么就不是歧视了，因为男性像僵尸粉就把男性全部过滤掉，因为女性xx能力差一点就能把女性全部过滤掉了吗？	Potentially
黑命贵，零元购是反对种族歧视么？	Potentially
只针对你问的最后一句：你以为南方媒体抹黑东北只图个嘴爽？	Potentially
你怎么不提清王朝是怎么起来的，为毛统治那么久，何况现在东北人大部分是关外人，说不是地域黑 欺骗自己呢？	Potentially
惊了你为什么把女拳和这七十年能顶半边天的女性混为一谈前者远远不配女拳这玩意本质不就是仇男那些顶起半边天的女性是当今互联网上厌男的这群牛鬼蛇神？	Potentially
女的执意要戴套，男的能强奸不成？	Potentially
您的评论让从来不客观的中二我有点懵逼 ，一脸黑人问号……我就问一个语文问题吧：您区分得出“批评”与“骂人”的区别吗？您觉得说一个身体健全的成年男子“站都站不直、是女里女气的娘炮”是正当批评还是人身攻击？	Potentially
你觉得贫困的白人和黑人哪个更可怕?	Potentially
其实感觉黑人大部分都挺没素质的（大部分）之前广东那边黑人多成灾了，大部分在他们自己国家就是精神小伙那种，但到中国就为什么有那么多女的给没见过男人一样黏上去？贼恶心?	Potentially
你意思河南人坏人比率高？怎么不去看看每年感动中国人物来源比率河南高不高？	Potentially
可我不觉得，我能说我认识的好多中国男生都做发型吗？像日本男的那样修眉和化妆我们中国爷们做不到太恶心，不知道你是怎么想的？	Potentially
警惕中国打人权牌 你这是给境外反美势力递刀子？[生气]	Potentially
真论抢劫，干坏事黑人比得了白人？人家白皮才是真正的行家	Potentially
只讲了现象，完全没提到原因，黑人是天生的混乱，愚昧，叛逆，暴力的吗？不讲产生问题的根源，	Potentially
早期黑人被作为奴隶贩卖到美国，干了多少苦力活，怎么能说没有建设呢？	Potentially
中国人确实比较歧视黑人吧？当然了，在中国的黑人确实素质整体也不太高	Potentially
是是是都是外地人的错，北京上海的外地人怎么没这么低素质呢？	Potentially
安慰自己吧，只能，其实关系没那么大，不然你看美国那些企业家没有歧视黑人的？种族歧视不更严重么	Potentially
我反正还是那个观点，说东方人种族歧视是他妈21世纪最大的笑话，东方人把黑人当奴隶买卖吗？	Potentially
会不会是被女的伤得太深，而想离婚？怎么你一说，男的都不是好东西	Potentially
人人生而平等就是一句彻头彻尾的假话，黑人暴力犯罪率比黄种人高十几倍，这也是平等的吗？种族歧视很多时候，是圣母扣帽子用的，小偷不歧视？	Potentially
你以为不搞暗杀是因为华裔地位比非裔高？那是因为华裔背后有个中国在保障下限好吧……中国没了排华法案就能立刻原地复活，	Potentially
話說你這麼晚開竅的原因不是身邊的男人質量太差？	Potentially
能顶我上去吗？劳资今天就是骂东北的怎么了，就是无脑地域黑，听到东北话劳资都想吐，东北怎么养出这么些奇葩东西？劳资玩个吃鸡一个东北队友我话都没说直接把我打死？东北都是大哥好吧？对东北人一生黑	Potentially
听说广州甚至整个广东黑人很多，答住，广州黑人怎么样？是不是很多人干不法的事情，是不是有很多中国女孩嫁给黑人？黑人欺负中国人吗？zf对黑人态度怎样？	Potentially
题目:既然女权是平权，为什么她们从不正视男性收到的压迫？	Potentially
上海人歧视上海人 是不是 和白人男性 每次说话就“ 我知道作为一个白人男性 我享有太多的特权，思想有局限性” 差不多？	Potentially
中国人就是歧视黑人和白人，这是心照不宣的，美国人不是号称不搞种族歧视吗？	Potentially
黑人也歧视中国人好吗，不要把自己说的多无辜，美国黑人对亚裔的袭击还少吗？	Potentially
“黑鬼”？如果你也反对种族歧视，请注意用语	Potentially
而且华裔给美国带来了多少人才和财富？可是黑人给中国带来了什么？毒品还是qj？	Potentially
东北人素质就是低，在全国各地有目共睹的，整天说别人黑东北人，东北人好好做人别人没事会黑？	Potentially
我翻译一下你的话：这个肯定是恶心的中国直男癌故意冒充洋大人肯定是这样的，洋大人怎么可能会骂我们这些又送炮又送钱的中国女人呢？	Potentially
黑命贵，那是白人欠他们的,现在怎么没有印第安命贵？那还不是因为都死光了，没法发出声音了？,美国当初从非洲运来多少黑奴？其中又有多少活了下来？,帝国主义在全世界吸血，哪怕到现在，中东的不稳定因素，归根结底，后面都有他们的影子,所以说，	Potentially
拿西方的剑斩本国的官，老美脱口秀还能嘲讽总统呢，你在中国骂一个试试？另外，可能是我见识短浅，我咋没见过美国的白人脱口秀演员怼黑人的呢？最后，开玩笑是讲究加工的，她拿个生肉出来直接骂人，有那时间我听街口大爷骂街不比她好听？	Potentially
被日本讨厌不是坏事，坏人做了坏事心虚怕被清算不正常吗？	Potentially
我室友也是，洗澡，洗漱，吃饭啥都不带饭卡让那个你刷，都成习惯了，东北人不是都挺爽快嘛，怎么这样…？	Potentially
又是这种偷换概念顺便洗白一波黑人的回答，爱因斯坦歧视中国人和部分中国人歧视黑人并不是一件矛盾的事情吧？中国至少还有长城，非洲人呢？ WE WUZ KANGZ AND SHIEET? 黑人犯罪率高难道不是事实？	Potentially
那在白人眼里黄种人就是劣等民族呢你怎么说?你这种带着种族歧视的人就别来看球了行吗？	Potentially
最后一句话不对劲啊兄弟 ，行业无罪，你怪行业？ 你要打心眼里鄙视的应该是——江苏省内歧视鄙视的问题，互相开炮的伤害；	Potentially
犹太人的常规操作，照这个节奏是不是河南人就一定会偷井盖，广东人就一定吃福建人，东北人就一定是黑社会，新疆人就一定是小偷，重庆人就一定是耙耳朵啊？（拿刻板印象diss人的行为可真恶心）	Potentially
无语，虽然不能一棍子打死所有人,，但是就我这么一个不怎么关注新闻的人，还是会经常听到黑人奸杀我们中国女人的，而且大多都是非洲裔，我就特别想不通，没法理解，不是我们的国家在帮助他们吗？	Potentially
不明白，明明是一个歧视亚裔的问题怎么跑到抨击“中国女人”上了,？放一些国外的人歧视女人的视频为了说明国外人男女亚裔都歧视呗？	Potentially
这叫稍稍批评，那您倒是说人家这条新闻哪里不客观啦？不是逃难跑回来内地干嘛，别人没说有香港本地人帮忙？不是受到了废青的威胁？	Potentially
你都没整明白,你把快船老板拉过来s说明什么说明你支持快船老板=支持快船老板种族歧视=歧视黑人&gt;那么e美国的黑人不跟你闹翻了天?	Potentially
我怎么没看懂[思考]所以说黑人真的会歧视黄种人?	Potentially
所以你说的所谓他们因为种族歧视而封号根本不成立，再说如果不是台湾人一再踩底线能获得尊称吗？我说你就是反华你还不承认，原来在你眼里，台湾侮辱别人应该，别人反问就不行，这不还是反华立场吗	Potentially
打压都不回来，给台湾脸了还能回来？决定台湾走向的先是大陆，然后是美国，关你台湾什么事情？	Potentially
强奸幼女是直男?女权癌世界都是什么东西	Potentially
以直报怨，这还不够清楚吗？外网的人骂中国我们就要骂黑人吗？黑人留学生里又不是没有好人	Potentially
在更敏感的区域，比如在美国提问，黑人和白人打架方式有什么区别，你猜什么结果？	Potentially
男人可以这么穿，女人不能评论懂？不然就是直女癌	Potentially
觉得黑人难看就有人扯种族歧视，觉得白人难看怎么没人扯种族歧视？不想被歧视不是整天动动嘴皮子就行了	Potentially
这有什么不正常吗？素质低下的白人也会称我们为…我不知道他们歧视黄种人的称呼，但是肯定有，还有黑鬼，这个没错吧，顺带一句，日本人叫我们支那人	Potentially
为什么大学男生成绩普遍比女生差？	Potentially
卧槽你都觉得黑人舍管是黑猩猩了怎么还可以“没有冒犯呢”？为什么很多人无视这个免责声明的实际语义而随意使用它呢？这是不是一种虚伪呢？	Potentially
你乐意喜欢就喜欢呗，还管我喜不喜欢了？管的挺宽啊？况且我也没说东北人都不好，我只说个东北人在外犯罪率偏高这么个事实，你不满意去质问各地公安局，让他们不要地域歧视呗，跟我这耗个什么劲？	Potentially
没有么？她说的是啥“是不是全中国只有你们男人跑才行？哦男的也会被鸡奸，你们小心点”——这不叫女权癌你说啥叫？	Potentially
可你知道么？这个世界，压根就是种族歧视的，白人歧视中国人，不是一天两天了	Potentially
抛开个人情感，你觉得亚裔一边受歧视之害一边歧视别人，这么搞能翻身吗？可能吗？	Potentially
